athletes,laterality,age,date,assessment,metric,value,position 
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse,268.0571478,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse,265.771075,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse,260.2251796,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse,270.4395203,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse,256.1962388,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse-100ms,152.1056855,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse-100ms,144.8106355,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse-100ms,144.1162355,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse-100ms,142.6567855,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Impulse-100ms,145.5194855,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Mean Power / BM,30.105,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.435,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.151,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.626,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.153,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.588908912,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.808232597,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.0820559,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.490298692,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.297638976,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),RSI-modified,64.96630363,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),RSI-modified,63.10322501,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),RSI-modified,61.99492606,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),RSI-modified,61.9590165,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),RSI-modified,61.6926617,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.535894091,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.675159097,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.577611896,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.622412531,Goalkeeper
athlete 27,R,25.1,4/8/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.647198274,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse,268.1048963,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse,267.9420844,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse,271.8209673,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse,270.6106124,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse,267.0644222,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse-100ms,155.6127505,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse-100ms,146.3105005,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse-100ms,152.0195005,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse-100ms,142.5649505,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Impulse-100ms,151.4210505,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Mean Power / BM,30.71,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.69,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Mean Power / BM,30.992,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Mean Power / BM,30.085,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Concentric Mean Power / BM,31.103,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Eccentric Mean Power / BM,6.354298776,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.6107221,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.447695387,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.367870164,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.67671367,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),RSI-modified,64.68080564,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),RSI-modified,59.5122948,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),RSI-modified,63.74340266,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),RSI-modified,69.71472049,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),RSI-modified,61.45471143,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.656253335,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.691214888,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.701141311,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.680713317,Goalkeeper
athlete 27,R,25.1,4/9/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.675743204,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse,265.6971305,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse,268.0665381,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse,265.3753442,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse,261.7048031,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse,269.0480387,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse-100ms,138.4462195,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse-100ms,136.9508195,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse-100ms,132.9846195,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse-100ms,138.0966695,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Impulse-100ms,126.1124695,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.742,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.247,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.966,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.873,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Concentric Mean Power / BM,29.07,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.31693838,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.173977804,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.415930325,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.420759749,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.502475926,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),RSI-modified,60.51209003,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),RSI-modified,63.40443657,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),RSI-modified,56.85631107,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),RSI-modified,57.90781484,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),RSI-modified,61.12177978,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.580731732,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.643940391,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.605892417,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.635412161,Goalkeeper
athlete 27,R,25.1,4/12/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.610914334,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse,257.2933713,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse,262.7212958,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse,258.2549958,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse,261.2437779,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse,256.9133854,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse-100ms,139.75282,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse-100ms,129.98752,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse-100ms,138.63747,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse-100ms,134.32977,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Impulse-100ms,135.00152,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Mean Power / BM,26.988,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.942,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.538,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.196,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.954,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.3682232,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.35110847,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.684005554,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.122109698,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.096173249,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),RSI-modified,60.80379383,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),RSI-modified,59.94188438,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),RSI-modified,59.19643046,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),RSI-modified,60.77404357,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),RSI-modified,61.8201491,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.51960437,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.55476706,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.525696305,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.574644502,Goalkeeper
athlete 27,R,25.1,4/14/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.524715201,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse,258.7338156,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse,265.1197693,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse,267.9972916,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse,268.7239081,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse,272.9572874,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse-100ms,158.549872,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse-100ms,144.844022,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse-100ms,145.993622,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse-100ms,146.637222,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Impulse-100ms,143.088372,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Mean Power / BM,27.828,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Mean Power / BM,28.557,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Mean Power / BM,28.598,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Mean Power / BM,28.823,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Concentric Mean Power / BM,30.59,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.546012356,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.638072325,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.265236217,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Eccentric Mean Power / BM,7.126789099,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Eccentric Mean Power / BM,8.212881608,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),RSI-modified,60.04929357,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),RSI-modified,59.3302325,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),RSI-modified,57.46083984,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),RSI-modified,58.73245059,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),RSI-modified,65.61981511,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.636621303,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.599237518,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.594544157,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.560891588,Goalkeeper
athlete 27,R,25.2,4/28/2021,CMJ (Force Plates),Vertical Velocity at Takeoff,2.507345521,Goalkeeper
athlete 27,R,25.3,5/28/2021,Nordic Hamstring Strength,Lateral Assymetry %,3.301269975,Goalkeeper
athlete 27,R,25.3,5/28/2021,Nordic Hamstring Strength,Left Hamstring Strength,544.3333,Goalkeeper
athlete 27,R,25.3,5/28/2021,Nordic Hamstring Strength,Right Hamstring Strength,562.9167,Goalkeeper
athlete 27,R,25.3,6/25/2021,Nordic Hamstring Strength,Lateral Assymetry %,4.496812386,Goalkeeper
athlete 27,R,25.3,6/25/2021,Nordic Hamstring Strength,Left Hamstring Strength,524.3125,Goalkeeper
athlete 27,R,25.3,6/25/2021,Nordic Hamstring Strength,Right Hamstring Strength,549,Goalkeeper
athlete 27,R,25.4,6/27/2021,Anthropometry,Body Weight (lbs),232,Goalkeeper
athlete 27,R,25.4,6/30/2021,Anthropometry,Body Weight (lbs),230,Goalkeeper
athlete 27,R,25.4,7/20/2021,Nordic Hamstring Strength,Lateral Assymetry %,-1.413169241,Goalkeeper
athlete 27,R,25.4,7/20/2021,Nordic Hamstring Strength,Left Hamstring Strength,595.5833,Goalkeeper
athlete 27,R,25.4,7/20/2021,Nordic Hamstring Strength,Right Hamstring Strength,587.1667,Goalkeeper
athlete 27,R,25.5,8/13/2021,Nordic Hamstring Strength,Lateral Assymetry %,0.321631579,Goalkeeper
athlete 27,R,25.5,8/13/2021,Nordic Hamstring Strength,Left Hamstring Strength,568.1667,Goalkeeper
athlete 27,R,25.5,8/13/2021,Nordic Hamstring Strength,Right Hamstring Strength,570,Goalkeeper
athlete 27,R,25.5,8/17/2021,Anthropometry,Body Weight (lbs),230,Goalkeeper
athlete 28,R,20.6,4/12/2016,Anthropometry,Body Fat %,6.06,Defender
athlete 28,R,20.6,4/12/2016,Anthropometry,Height (in),70,Defender
athlete 28,R,20.6,4/12/2016,Anthropometry,Body Weight (lbs),160,Defender
athlete 28,R,20.7,6/1/2016,Anthropometry,Body Weight (lbs),162.6,Defender
athlete 28,R,20.9,8/22/2016,Anthropometry,Body Weight (lbs),162.6,Defender
athlete 28,R,21.5,4/6/2017,Anthropometry,Body Fat %,6.26,Defender
athlete 28,R,21.5,4/6/2017,Anthropometry,Height (in),69.875,Defender
athlete 28,R,21.5,4/6/2017,Anthropometry,Body Weight (lbs),163.5,Defender
athlete 28,R,21.5,4/6/2017,Nordic Hamstring Strength,Lateral Assymetry %,6.91,Defender
athlete 28,R,21.5,4/6/2017,Nordic Hamstring Strength,Left Hamstring Strength,235.67,Defender
athlete 28,R,21.5,4/6/2017,Nordic Hamstring Strength,Right Hamstring Strength,253.17,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-10y,1.549,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-10y,1.587,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-10y,1.673,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,10-30y,2.225,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,10-30y,2.203,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,10-30y,2.195,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-30y,3.774,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-30y,3.79,Defender
athlete 28,R,21.5,4/8/2017,Max Running Speed,0-30y,3.868,Defender
athlete 28,R,21.7,5/25/2017,Nordic Hamstring Strength,Lateral Assymetry %,17.73,Defender
athlete 28,R,21.7,5/25/2017,Nordic Hamstring Strength,Left Hamstring Strength,317.92,Defender
athlete 28,R,21.7,5/25/2017,Nordic Hamstring Strength,Right Hamstring Strength,386.42,Defender
athlete 28,R,21.9,8/16/2017,Anthropometry,Body Fat %,6.7,Defender
athlete 28,R,21.9,8/16/2017,Anthropometry,Body Weight (lbs),160.4,Defender
athlete 28,R,21.9,9/1/2017,Nordic Hamstring Strength,Lateral Assymetry %,6.17,Defender
athlete 28,R,21.9,9/1/2017,Nordic Hamstring Strength,Left Hamstring Strength,304.33,Defender
athlete 28,R,21.9,9/1/2017,Nordic Hamstring Strength,Right Hamstring Strength,324.33,Defender
athlete 28,R,22.4,2/16/2018,Nordic Hamstring Strength,Lateral Assymetry %,-3.57,Defender
athlete 28,R,22.4,2/16/2018,Nordic Hamstring Strength,Left Hamstring Strength,336,Defender
athlete 28,R,22.4,2/16/2018,Nordic Hamstring Strength,Right Hamstring Strength,324,Defender
athlete 28,R,22.4,3/5/2018,Anthropometry,Body Fat %,5.7,Defender
athlete 28,R,22.4,3/5/2018,Anthropometry,Height (in),70.25,Defender
athlete 28,R,22.4,3/5/2018,30-15 IFT,Final Speed,18,Defender
athlete 28,R,22.4,3/5/2018,Anthropometry,Body Weight (lbs),159.5,Defender
athlete 28,R,22.5,3/11/2018,Nordic Hamstring Strength,Lateral Assymetry %,3.07,Defender
athlete 28,R,22.5,3/11/2018,Nordic Hamstring Strength,Left Hamstring Strength,347,Defender
athlete 28,R,22.5,3/11/2018,Nordic Hamstring Strength,Right Hamstring Strength,358,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-10y,1.639,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-10y,1.659,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-10y,1.667,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,10-30y,2.196,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,10-30y,2.197,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,10-30y,2.257,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-30y,3.835,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-30y,3.856,Defender
athlete 28,R,22.5,3/15/2018,Max Running Speed,0-30y,3.924,Defender
athlete 28,R,22.5,3/18/2018,Anthropometry,Body Weight (lbs),159.7,Defender
athlete 28,R,22.5,3/22/2018,Nordic Hamstring Strength,Lateral Assymetry %,2.91,Defender
athlete 28,R,22.5,3/22/2018,Nordic Hamstring Strength,Left Hamstring Strength,367,Defender
athlete 28,R,22.5,3/22/2018,Nordic Hamstring Strength,Right Hamstring Strength,378,Defender
athlete 28,R,22.6,4/15/2018,Anthropometry,Body Weight (lbs),164.8,Defender
athlete 28,R,22.6,5/7/2018,Nordic Hamstring Strength,Lateral Assymetry %,3.81,Defender
athlete 28,R,22.6,5/7/2018,Nordic Hamstring Strength,Left Hamstring Strength,328,Defender
athlete 28,R,22.6,5/7/2018,Nordic Hamstring Strength,Right Hamstring Strength,341,Defender
athlete 28,R,22.6,5/12/2018,Anthropometry,Body Weight (lbs),162,Defender
athlete 28,R,22.7,5/22/2018,Nordic Hamstring Strength,Lateral Assymetry %,3.55,Defender
athlete 28,R,22.7,5/22/2018,Nordic Hamstring Strength,Left Hamstring Strength,326,Defender
athlete 28,R,22.7,5/22/2018,Nordic Hamstring Strength,Right Hamstring Strength,338,Defender
athlete 28,R,22.7,6/1/2018,Anthropometry,Body Weight (lbs),169,Defender
athlete 28,R,22.7,6/13/2018,Nordic Hamstring Strength,Lateral Assymetry %,1.12,Defender
athlete 28,R,22.7,6/13/2018,Nordic Hamstring Strength,Left Hamstring Strength,352,Defender
athlete 28,R,22.7,6/13/2018,Nordic Hamstring Strength,Right Hamstring Strength,356,Defender
athlete 28,R,22.7,6/15/2018,Anthropometry,Body Weight (lbs),168,Defender
athlete 28,R,22.7,6/15/2018,Max Running Speed,0-10y,1.621,Defender
athlete 28,R,22.7,6/15/2018,Max Running Speed,10-30y,2.171,Defender
athlete 28,R,22.7,6/15/2018,Max Running Speed,0-30y,3.792,Defender
athlete 28,R,22.8,7/1/2018,Anthropometry,Body Weight (lbs),168.4,Defender
athlete 28,R,22.8,7/15/2018,Anthropometry,Body Weight (lbs),167,Defender
athlete 28,R,22.8,7/26/2018,30-15 IFT,Final Speed,19.5,Defender
athlete 28,R,22.8,7/26/2018,30-15 IFT,VO2max,54.6,Defender
athlete 28,R,22.8,7/28/2018,Anthropometry,Body Weight (lbs),167.2,Defender
athlete 28,R,22.9,8/9/2018,Nordic Hamstring Strength,Lateral Assymetry %,8.38,Defender
athlete 28,R,22.9,8/9/2018,Nordic Hamstring Strength,Left Hamstring Strength,361,Defender
athlete 28,R,22.9,8/9/2018,Nordic Hamstring Strength,Right Hamstring Strength,394,Defender
athlete 28,R,22.9,8/14/2018,Anthropometry,Body Weight (lbs),167.2,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-10y,1.636,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-10y,1.631,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-10y,1.631,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,10-30y,2.101,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,10-30y,2.089,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,10-30y,2.065,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-30y,3.737,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-30y,3.72,Defender
athlete 28,R,22.9,8/16/2018,Max Running Speed,0-30y,3.696,Defender
athlete 28,R,22.9,8/21/2018,30-15 IFT,Final Speed,17.5,Defender
athlete 28,R,22.9,8/21/2018,30-15 IFT,VO2max,49.9,Defender
athlete 28,R,22.9,8/22/2018,Anthropometry,Body Fat %,7.72,Defender
athlete 28,R,22.9,8/22/2018,Anthropometry,Body Weight (lbs),168.2,Defender
athlete 28,R,22.9,8/23/2018,Max Strength (TrapBar Deadlift),Estimated 1RM,405,Defender
athlete 28,R,22.9,8/23/2018,Max Strength (TrapBar Deadlift),Relative Strength,2.12,Defender
athlete 28,R,22.9,8/30/2018,Anthropometry,Body Weight (lbs),168.2,Defender
athlete 28,R,23.3,1/21/2019,Anthropometry,Body Weight (lbs),171.2,Defender
athlete 28,R,23.4,1/28/2019,Anthropometry,Body Weight (lbs),172,Defender
athlete 28,R,23.4,1/29/2019,Anthropometry,Body Weight (lbs),172,Defender
athlete 28,R,23.4,2/4/2019,Anthropometry,Body Weight (lbs),170.6,Defender
athlete 28,R,23.4,2/12/2019,Anthropometry,Body Weight (lbs),171.6,Defender
athlete 28,R,23.4,2/26/2019,Nordic Hamstring Strength,Lateral Assymetry %,6.024096386,Defender
athlete 28,R,23.4,2/26/2019,Nordic Hamstring Strength,Left Hamstring Strength,312,Defender
athlete 28,R,23.4,2/26/2019,Nordic Hamstring Strength,Right Hamstring Strength,332,Defender
athlete 28,R,23.4,3/5/2019,Anthropometry,Body Fat %,7.41,Defender
athlete 28,R,23.4,3/5/2019,Anthropometry,Body Weight (lbs),170.1,Defender
athlete 28,R,23.5,3/8/2019,30-15 IFT,Final Speed,18.5,Defender
athlete 28,R,23.5,3/8/2019,30-15 IFT,VO2max,52.4,Defender
athlete 28,R,23.5,3/15/2019,Max Strength (TrapBar Deadlift),Estimated 1RM,309,Defender
athlete 28,R,23.5,3/15/2019,Max Strength (TrapBar Deadlift),Relative Strength,1.51,Defender
athlete 28,R,23.7,6/4/2019,Nordic Hamstring Strength,Lateral Assymetry %,-2.240896359,Defender
athlete 28,R,23.7,6/4/2019,Nordic Hamstring Strength,Left Hamstring Strength,357,Defender
athlete 28,R,23.7,6/4/2019,Nordic Hamstring Strength,Right Hamstring Strength,349,Defender
