athletes,laterality,age,date,position,0-10y,0-30y,10-30y,Body Fat %,Body Weight (lbs),Concentric Impulse,Concentric Impulse-100ms,Concentric Mean Power / BM,Eccentric Mean Power / BM,Estimated 1RM,Fil Speed,Height (in),Lateral Assymetry %,Left Hamstring Strength,Relative Strength,Right Hamstring Strength,RSI-modified,Vertical Velocity at Takeoff,VO2max
athlete 22,R,26.6,4/2/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0.446450843,297.3333,0,298.6667,0,0,0
athlete 22,R,26.6,4/9/2021,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,52.1
athlete 22,R,26.7,4/30/2021,Defender,0,0,0,0,0,0,0,0,0,397,0,0,0,0,2.03,0,0,0,0
athlete 22,R,26.8,6/24/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,14.31222226,346.25,0,404.0833,0,0,0
athlete 22,R,26.8,6/27/2021,Defender,0,0,0,0,190.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 22,R,26.9,6/30/2021,Defender,0,0,0,0,190.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 22,R,27,8/17/2021,Defender,0,0,0,0,195.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,21.6,6/25/2017,Striker,0,0,0,7.22,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,21.8,8/25/2017,Striker,0,0,0,7.8,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.3,3/9/2018,Striker,0,0,0,11.2,213.9,0,0,0,0,0,18.5,71.5,0,0,0,0,0,0,52.1
athlete 23,R,22.4,3/27/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,10.44,369,0,412,0,0,0
athlete 23,R,22.4,4/18/2018,Striker,0,0,0,0,212,0,0,0,0,0,0,0,11.78,457,0,518,0,0,0
athlete 23,R,22.5,4/26/2018,Striker,0,0,0,11.08,214,0,0,0,0,0,0,71.5,0,0,0,0,0,0,0
athlete 23,R,22.5,5/4/2018,Striker,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.5,5/14/2018,Striker,0,0,0,0,210.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.5,5/26/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,6.7,487,0,522,0,0,0
athlete 23,R,22.5,5/27/2018,Striker,0,0,0,9.4,205.2,0,0,0,0,0,0,71.5,0,0,0,0,0,0,0
athlete 23,R,22.6,6/15/2018,Striker,0,0,0,0,207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.6,6/22/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,9.12,488,0,537,0,0,0
athlete 23,R,22.6,6/29/2018,Striker,0,0,0,0,208.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.7,7/12/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,9.42,481,0,531,0,0,0
athlete 23,R,22.7,7/14/2018,Striker,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.7,7/28/2018,Striker,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.8,8/9/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,6.84,477,0,512,0,0,0
athlete 23,R,22.8,8/14/2018,Striker,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.8,8/22/2018,Striker,0,0,0,11.39,210.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,22.8,8/24/2018,Striker,0,0,0,0,0,0,0,0,0,418,0,0,0,0,1.65,0,0,0,0
athlete 23,R,22.8,8/30/2018,Striker,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,23.3,2/28/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,9.467455621,459,0,507,0,0,0
athlete 23,R,23.3,3/5/2019,Striker,0,0,0,10.9,209.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,23.3,3/10/2019,Striker,0,0,0,0,0,258.6632903,139.5284438,31.121,7.505547325,0,0,0,0,0,0,0,63.38277667,2.705889367,0
athlete 23,R,23.3,3/11/2019,Striker,0,0,0,0,0,251.4701114,138.7032768,29.7004,7.473360772,0,0,0,0,0,0,0,60.78530439,2.60612526,0
athlete 23,R,23.3,3/12/2019,Striker,0,0,0,0,0,255.2634996,139.7589672,30.3254,7.642115561,0,0,0,4.918032787,464,0,488,62.97416515,2.642250665,0
athlete 23,R,23.3,3/13/2019,Striker,0,0,0,0,0,256.9788841,151.0860765,31.7654,7.685373716,0,0,0,0,0,0,0,62.95445933,2.678525129,0
athlete 23,R,23.3,3/14/2019,Striker,0,0,0,0,0,251.5719255,131.1846914,29.1602,8.069468209,0,0,0,0,0,0,0,58.33833024,2.6205877,0
athlete 23,R,23.3,3/15/2019,Striker,0,0,0,0,0,256.9534543,136.3389245,29.983,7.920183192,0,0,0,0,0,0,0,61.78884562,2.651509129,0
athlete 23,R,23.3,3/16/2019,Striker,0,0,0,0,0,252.8138229,134.0438235,29.0888,7.992608853,0,0,0,0,0,0,0,56.76894758,2.610928671,0
athlete 23,R,23.3,3/17/2019,Striker,0,0,0,0,0,252.3025935,131.4111135,29.251,7.745869079,0,0,0,0,0,0,0,59.57001498,2.61951043,0
athlete 23,R,23.3,3/19/2019,Striker,0,0,0,0,0,243.5807365,118.3846852,26.37716667,7.152802398,0,0,0,0,0,0,0,48.65681695,2.484792062,0
athlete 23,R,23.3,3/20/2019,Striker,0,0,0,0,0,250.9961421,120.9598821,28.5712,7.409175869,0,0,0,0,0,0,0,54.45249229,2.641122735,0
athlete 23,R,23.4,3/21/2019,Striker,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.2
athlete 23,R,23.3,3/21/2019,Striker,0,0,0,0,0,256.7291414,141.1007482,31.0096,7.313584298,0,0,0,0,0,0,0,60.20691512,2.682787906,0
athlete 23,R,23.4,3/23/2019,Striker,0,0,0,0,0,250.7612108,135.463574,30.16775,6.990326709,0,0,0,0,0,0,0,59.46320577,2.637967598,0
athlete 23,R,23.4,3/24/2019,Striker,0,0,0,0,0,245.0766957,151.4254839,31.1046,6.720744279,0,0,0,0,0,0,0,62.9109532,2.588135352,0
athlete 23,R,23.4,3/25/2019,Striker,0,0,0,0,0,261.9762502,166.1326832,34.857,6.384225805,0,0,0,9.113300493,369,0,406,69.29907682,2.770089912,0
athlete 23,R,23.4,3/26/2019,Striker,0,0,0,0,0,252.196958,128.432706,26.6676,4.395392972,0,0,0,0,0,0,0,66.0247161,2.100656775,0
athlete 23,R,23.4,3/27/2019,Striker,0,0,0,0,0,244.4869572,140.312255,30.1926,5.703384174,0,0,0,0,0,0,0,55.36158664,2.589005401,0
athlete 23,R,23.5,4/22/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,6.090373281,478,0,509,0,0,0
athlete 23,R,23.5,5/1/2019,Striker,0,0,0,0,0,258.4426089,160.349564,34.676,5.999920158,0,0,0,0,0,0,0,68.63079355,2.765613852,0
athlete 23,R,23.5,5/13/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,9.93227991,399,0,443,0,0,0
athlete 23,R,23.6,6/12/2019,Striker,0,0,0,0,0,256.8021691,165.479435,34.8524,7.371420015,0,0,0,0,0,0,0,75.00532222,2.759153597,0
athlete 23,R,23.6,6/26/2019,Striker,0,0,0,8.31,202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,23.7,7/17/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,5.518763797,428,0,453,0,0,0
athlete 23,R,23.8,8/13/2019,Striker,0,0,0,0,200,0,0,0,0,245,0,0,0,0,1.23,0,0,0,0
athlete 23,R,23.8,8/15/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,8.436213992,445,0,486,0,0,0
athlete 23,R,24.3,2/21/2020,Striker,0,0,0,0,0,252.8239309,146.7994845,31.5506,6.754273401,0,0,0,0,0,0,0,63.33767791,2.670414492,0
athlete 23,R,24.5,5/1/2020,Striker,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,24.6,5/29/2020,Striker,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,24.8,8/11/2020,Striker,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,24.8,8/31/2020,Striker,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,25.1,12/8/2020,Striker,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,25.4,4/8/2021,Striker,0,0,0,0,0,282.8010065,148.3022035,33.882,6.966089057,0,0,0,0,0,0,0,68.66073785,2.881695348,0
athlete 23,R,25.4,4/16/2021,Striker,0,0,0,0,0,286.7869888,139.5354825,32.6978,6.584818924,0,0,0,7.016154258,484.8333,0,521.4167,61.92601011,2.883346655,0
athlete 23,R,25.4,4/19/2021,Striker,0,0,0,0,0,284.9790986,149.4511775,34.9848,7.689676816,0,0,0,0,0,0,0,73.8776906,2.958947455,0
athlete 23,R,25.5,4/21/2021,Striker,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,53
athlete 23,R,25.4,4/22/2021,Striker,0,0,0,0,0,274.3120069,135.9684285,32.9612,7.993842681,0,0,0,0,0,0,0,69.37662469,2.88358514,0
athlete 23,R,25.4,4/25/2021,Striker,0,0,0,0,0,268.1005761,132.6897075,32.2806,7.511796135,0,0,0,0,0,0,0,64.36103598,2.836960313,0
athlete 23,R,25.5,5/5/2021,Striker,0,0,0,0,0,271.0923911,143.120731,33.7778,7.920675639,0,0,0,0,0,0,0,73.34966112,2.865790733,0
athlete 23,R,25.5,5/8/2021,Striker,0,0,0,0,0,271.0011912,145.992803,33.2514,8.004291959,0,0,0,0,0,0,0,70.10852279,2.831720877,0
athlete 23,R,25.5,5/28/2021,Striker,0,0,0,0,0,272.7878551,121.354747,32.7585,7.570268385,0,0,0,0,0,0,0,67.16301826,2.92768432,0
athlete 23,R,25.6,6/30/2021,Striker,0,0,0,0,205.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 23,R,25.8,8/17/2021,Striker,0,0,0,0,201.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,22,6/15/2016,Defender,0,0,0,10.12,224.8,0,0,0,0,0,0,74,0,0,0,0,0,0,0
athlete 24,R,22.2,8/24/2016,Defender,0,0,0,12.81,230.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,22.8,4/6/2017,Defender,0,0,0,10.38,222.5,0,0,0,0,0,0,74,7.36,326.17,0,352.08,0,0,0
athlete 24,R,23,5/29/2017,Defender,0,0,0,10.45,227.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.2,8/19/2017,Defender,0,0,0,0,0,0,0,0,0,0,0,0,9.9,328.33,0,364.42,0,0,0
athlete 24,R,23.2,8/25/2017,Defender,0,0,0,11.89,224.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.7,3/5/2018,Defender,0,0,0,10.6,224.2,0,0,0,0,0,19.5,74,0,0,0,0,0,0,54.9
athlete 24,R,23.7,3/14/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.23,301,0,321,0,0,0
athlete 24,R,23.8,3/17/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-1.15,436,0,431,0,0,0
athlete 24,R,23.8,3/18/2018,Defender,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.8,3/23/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,7.69,492,0,533,0,0,0
athlete 24,R,23.8,4/18/2018,Defender,0,0,0,0,225.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.8,4/19/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.17,514,0,542,0,0,0
athlete 24,R,23.9,4/26/2018,Defender,0,0,0,10.62,224.3,0,0,0,0,0,18.5,74,0,0,0,0,0,0,52.6
athlete 24,R,23.9,5/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.15,504,0,537,0,0,0
athlete 24,R,23.9,5/14/2018,Defender,0,0,0,0,226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,23.9,5/27/2018,Defender,0,0,0,10.83,218.8,0,0,0,0,0,0,74,0,0,0,0,0,0,0
athlete 24,R,24,6/15/2018,Defender,0,0,0,0,223.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24,6/23/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.42,486,0,493,0,0,0
athlete 24,R,24,6/29/2018,Defender,0,0,0,0,221.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.1,7/14/2018,Defender,0,0,0,0,226.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.1,7/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,53.8
athlete 24,R,24.1,7/28/2018,Defender,0,0,0,0,227.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.2,8/14/2018,Defender,0,0,0,0,225.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.2,8/21/2018,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,51.4
athlete 24,R,24.2,8/22/2018,Defender,0,0,0,13.37,225.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.2,8/23/2018,Defender,0,0,0,0,0,0,0,0,0,545,0,0,0,0,2.04,0,0,0,0
athlete 24,R,24.2,8/30/2018,Defender,0,0,0,0,225.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,24.7,3/5/2019,Defender,0,0,0,12.15,226.3,0,0,0,0,0,0,73.875,0,0,0,0,0,0,0
athlete 24,R,24.7,3/7/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.275303644,463,0,494,0,0,0
athlete 24,R,24.7,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,505,0,0,0,0,1.86,0,0,0,0
athlete 24,R,24.8,4/17/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,7.766990291,475,0,515,0,0,0
athlete 24,R,24.9,5/24/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.346534653,478,0,505,0,0,0
athlete 24,R,24.9,5/25/2019,Defender,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,25,5/31/2019,Defender,0,0,0,0,0,0,0,0,0,462,0,0,0,0,2.05,0,0,0,0
athlete 24,R,25,6/13/2019,Defender,0,0,0,11.09,223.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,25,6/23/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.801470588,507,0,544,0,0,0
athlete 24,R,25.1,7/31/2019,Defender,0,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,25.2,8/13/2019,Defender,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,25.7,2/21/2020,Defender,0,0,0,0,0,296.8822599,172.0672645,33.3212,6.681727123,0,0,0,0,0,0,0,61.87059347,2.782311364,0
athlete 24,R,25.7,2/25/2020,Defender,0,0,0,13.01,236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,25.7,3/4/2020,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.892236842,495.3333,0,532,0,0,0
athlete 24,R,25.7,3/7/2020,Defender,0,0,0,0,0,309.4045041,176.2274315,34.208,6.967696493,0,0,0,0,0,0,0,63.27281,2.842471192,0
athlete 24,R,25.7,3/10/2020,Defender,0,0,0,0,0,311.4987879,205.8201682,35.94216667,6.662912914,0,0,0,0,0,0,0,69.17030897,2.810157432,0
athlete 24,R,25.9,5/1/2020,Defender,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,26,5/29/2020,Defender,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,26.1,8/1/2020,Defender,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,26.8,4/3/2021,Defender,0,0,0,0,0,294.7381551,188.988854,33.3275,5.84153448,0,0,0,0,0,0,0,59.75303712,2.683967257,0
athlete 24,R,26.8,4/9/2021,Defender,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,52.1
athlete 24,R,26.8,4/12/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.965101489,448.5833,0,482.1667,0,0,0
athlete 24,R,26.9,4/30/2021,Defender,0,0,0,0,0,0,0,0,0,451,0,0,0,0,2.01,0,0,0,0
athlete 24,R,27,6/27/2021,Defender,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,27,6/30/2021,Defender,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 24,R,27.1,8/1/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,4.897183346,454.75,0,478.1667,0,0,0
athlete 24,R,27.2,8/17/2021,Defender,0,0,0,0,242.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,17.8,3/16/2018,Striker,0,0,0,0,157.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,17.8,3/18/2018,Striker,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,45.5
athlete 25,R,17.9,4/11/2018,Striker,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,48.6
athlete 25,R,18,5/14/2018,Striker,0,0,0,0,162.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18,5/22/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,16.44,244,0,292,0,0,0
athlete 25,R,18,6/15/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,3.59,376,0,390,0,0,0
athlete 25,R,18.1,6/27/2018,Striker,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.1,6/28/2018,Striker,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.1,7/6/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,-1.34,374,0,369,0,0,0
athlete 25,R,18.1,7/12/2018,Striker,0,0,0,0,170.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.1,7/13/2018,Striker,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,44.5
athlete 25,R,18.2,7/31/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,8,322,0,350,0,0,0
athlete 25,R,18.2,8/13/2018,Striker,0,0,0,0,0,0,0,0,0,0,0,0,-3.48,374,0,361,0,0,0
athlete 25,R,18.2,8/17/2018,Striker,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,45.6
athlete 25,R,18.2,8/20/2018,Striker,0,0,0,14.24,166.3,0,0,0,0,365,0,0,0,0,1.83,0,0,0,0
athlete 25,R,18.7,2/4/2019,Striker,0,0,0,0,166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.7,2/12/2019,Striker,0,0,0,0,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.7,2/18/2019,Striker,0,0,0,0,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.7,2/25/2019,Striker,0,0,0,0,168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.8,3/12/2019,Striker,0,0,0,0,167.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.8,3/18/2019,Striker,0,0,0,0,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.8,3/22/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,4.347826087,374,0,391,0,0,0
athlete 25,R,18.8,3/25/2019,Striker,0,0,0,0,168.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.8,3/29/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,8.115183246,351,0,382,0,0,0
athlete 25,R,18.8,4/1/2019,Striker,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,18.8,4/4/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,7.918552036,407,0,442,0,0,0
athlete 25,R,18.9,4/12/2019,Striker,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,46.7
athlete 25,R,18.9,5/1/2019,Striker,0,0,0,0,0,235.1087911,135.5558895,37.66675,6.766868631,0,0,0,0,0,0,0,67.36159856,2.984492672,0
athlete 25,R,18.9,5/7/2019,Striker,0,0,0,0,0,235.3144828,133.712528,37.6626,6.405389617,0,0,0,0,0,0,0,67.33696452,2.985416123,0
athlete 25,R,19,5/21/2019,Striker,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,19,5/24/2019,Striker,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,50
athlete 25,R,19,5/30/2019,Striker,0,0,0,0,0,0,0,0,0,408,0,0,0,0,1.98,0,0,0,0
athlete 25,R,19.1,6/23/2019,Striker,0,0,0,0,0,0,0,0,0,0,0,0,8.352668213,395,0,431,0,0,0
athlete 25,R,19.1,6/24/2019,Striker,0,0,0,0,173.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,19.2,8/8/2019,Striker,0,0,0,0,0,0,0,0,0,354,0,0,0,0,2.02,0,0,0,0
athlete 25,R,19.2,8/9/2019,Striker,0,0,0,0,177.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,19.2,8/17/2019,Striker,0,0,0,14.99,170.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,19.9,4/22/2020,Striker,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20,5/27/2020,Striker,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.2,7/31/2020,Striker,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.2,8/2/2020,Striker,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.2,8/25/2020,Striker,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.3,8/28/2020,Striker,0,0,0,0,176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.3,9/25/2020,Striker,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.3,10/2/2020,Striker,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.6,1/3/2021,Striker,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.7,1/26/2021,Striker,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 25,R,20.9,5/9/2021,Striker,0,0,0,0,0,242.5828747,129.962512,36.2976,6.200153887,0,0,0,0,0,0,0,59.25936678,2.985623949,0
athlete 25,R,21,5/19/2021,Striker,0,0,0,0,0,242.2968584,116.2705565,32.8152,6.936961127,0,0,0,0,0,0,0,56.51886222,2.887240424,0
athlete 25,R,21,6/1/2021,Striker,0,0,0,0,0,239.618376,114.8729718,33.15,6.234926659,0,0,0,10.67003115,324.4167,0,363.1667,55.13638179,2.882563878,0
athlete 25,R,21.1,7/1/2021,Striker,0,0,0,0,0,0,0,0,0,0,0,0,7.428474525,393.5833,0,425.1667,0,0,0
athlete 25,R,21.1,7/6/2021,Striker,0,0,0,0,0,0,0,0,0,0,0,0,0.493575557,420,0,422.0833,0,0,0
athlete 25,R,21.2,8/17/2021,Striker,0,0,0,0,181.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,21.6,6/20/2017,Defender,0,0,0,14.63,230.9,0,0,0,0,0,0,71,0,0,0,0,0,0,0
athlete 26,L,21.8,8/19/2017,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,466.42,0,467.92,0,0,0
athlete 26,L,21.8,8/25/2017,Defender,0,0,0,13.79,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.3,3/5/2018,Defender,0,0,0,11.74,217.9,0,0,0,0,0,19,71,0,0,0,0,0,0,53.2
athlete 26,L,22.3,3/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.72,444,0,476,0,0,0
athlete 26,L,22.3,3/18/2018,Defender,0,0,0,0,215.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.3,3/22/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.3,456,0,462,0,0,0
athlete 26,L,22.4,4/11/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.44,480,0,487,0,0,0
athlete 26,L,22.4,4/18/2018,Defender,0,0,0,0,214.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.4,4/26/2018,Defender,0,0,0,12.63,216.6,0,0,0,0,0,0,71,0,0,0,0,0,0,0
athlete 26,L,22.5,5/4/2018,Defender,0,0,0,0,216.6,0,0,0,0,0,18,0,0,0,0,0,0,0,50.9
athlete 26,L,22.5,5/12/2018,Defender,0,0,0,0,215.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.5,5/22/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-3.07,488,0,473,0,0,0
athlete 26,L,22.5,6/1/2018,Defender,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.6,6/14/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-2.37,506,0,494,0,0,0
athlete 26,L,22.6,6/16/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.19,547,0,565,0,0,0
athlete 26,L,22.6,7/1/2018,Defender,0,0,0,0,222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.7,7/15/2018,Defender,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.7,7/19/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-3.42,526,0,508,0,0,0
athlete 26,L,22.7,7/30/2018,Defender,0,0,0,0,222,0,0,0,0,0,0,0,-2.91,550,0,534,0,0,0
athlete 26,L,22.7,8/2/2018,Defender,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,52.2
athlete 26,L,22.7,8/12/2018,Defender,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.8,8/17/2018,Defender,0,0,0,14,224,0,0,0,0,0,0,0,-9.91,565,0,509,0,0,0
athlete 26,L,22.8,8/28/2018,Defender,0,0,0,0,0,0,0,0,0,505,0,0,0,0,1.92,0,0,0,0
athlete 26,L,22.8,8/30/2018,Defender,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 26,L,22.8,9/2/2018,Defender,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,52.2
