athletes,laterality,age,date,position,0-10y,0-30y,10-30y,Body Fat %,Body Weight (lbs),Concentric Impulse,Concentric Impulse-100ms,Concentric Mean Power / BM,Eccentric Mean Power / BM,Estimated 1RM,Fil Speed,Height (in),Lateral Assymetry %,Left Hamstring Strength,Relative Strength,Right Hamstring Strength,RSI-modified,Vertical Velocity at Takeoff,VO2max
athlete 18,R,25.2,4/29/2018,Defender,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,54.2
athlete 18,R,25.2,5/1/2018,Defender,0,0,0,0,225.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.2,6/1/2018,Defender,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.3,6/15/2018,Defender,0,0,0,0,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.3,6/30/2018,Defender,0,0,0,0,234.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.4,7/29/2018,Defender,0,0,0,0,234.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.4,8/4/2018,Defender,0,0,0,15.71,232.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.5,8/15/2018,Defender,0,0,0,0,234.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,25.5,9/14/2018,Defender,0,0,0,0,230.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26,2/15/2019,Defender,0,0,0,15.72,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26,3/13/2019,Defender,0,0,0,0,243.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26.1,4/5/2019,Defender,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26.1,4/25/2019,Defender,0,0,0,0,0,299.7305781,189.9868832,36.0786,7.932583919,0,0,0,0,0,0,0,68.48014457,2.834425365,0
athlete 18,R,26.2,4/28/2019,Defender,0,0,0,14.2,230.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26.3,7/5/2019,Defender,0,0,0,13.35,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,26.9,1/27/2020,Defender,0,0,0,0,0,301.9682396,186.3248325,34.33385714,6.710930247,0,0,0,0,0,0,0,59.48595273,2.75523878,0
athlete 18,R,26.9,2/13/2020,Defender,0,0,0,0,0,307.0548723,185.3688705,34.65025,7.375120624,0,0,0,0,0,0,0,62.45169145,2.796548492,0
athlete 18,R,27,2/28/2020,Defender,0,0,0,16.77,240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,27,3/1/2020,Defender,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,27,3/23/2020,Defender,0,0,0,0,0,296.4196026,191.88606,33.0392,6.493578964,0,0,0,0,0,0,0,58.05272237,2.643708442,0
athlete 18,R,27.2,5/26/2020,Defender,0,0,0,0,248,312.5027645,193.1795885,35.2836,7.791042964,0,0,0,0,0,0,0,66.69088448,2.812943771,0
athlete 18,R,27.2,6/1/2020,Defender,0,0,0,0,0,314.904095,207.9051365,36.69025,7.902264474,0,0,0,0,0,0,0,71.29780093,2.813574726,0
athlete 18,R,27.3,6/2/2020,Defender,0,0,0,0,246.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 18,R,27.3,6/8/2020,Defender,0,0,0,0,0,317.3021203,192.881828,35.5485,7.647127447,0,0,0,0,0,0,0,68.71427437,2.832793001,0
athlete 18,R,27.4,7/17/2020,Defender,0,0,0,0,0,300.685438,188.2819655,34.3662,7.721165498,0,0,0,0,0,0,0,66.51745759,2.749065179,0
athlete 18,R,27.4,8/10/2020,Defender,0,0,0,0,0,291.2689997,169.7993435,32.6232,6.262659677,0,0,0,0,0,0,0,56.22481132,2.695170457,0
athlete 18,R,28.3,6/4/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,15.71836061,280.7,0,333.05,0,0,0
athlete 18,R,28.5,8/17/2021,Defender,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 19,R,28.8,6/27/2021,Defender,0,0,0,0,223.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 19,R,28.8,6/30/2021,Defender,0,0,0,0,223.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 19,R,29,8/17/2021,Defender,0,0,0,0,226.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,21.3,7/11/2017,Defender,0,0,0,12.14,215.9,0,0,0,0,0,0,73.625,0,0,0,0,0,0,0
athlete 2,R,21.4,8/19/2017,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757,447.92,0,414,0,0,0
athlete 2,R,21.4,8/25/2017,Defender,0,0,0,12.07,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,21.9,3/5/2018,Defender,0,0,0,11.7,208,0,0,0,0,0,19,73.6,0,0,0,0,0,0,53.1
athlete 2,R,22,3/10/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-4.15,434,0,416,0,0,0
athlete 2,R,22,3/19/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,2.72,465,0,478,0,0,0
athlete 2,R,22,4/13/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1,496,0,501,0,0,0
athlete 2,R,22.1,4/16/2018,Defender,0,0,0,0,208.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.1,4/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,19.5,0,8.18,449,0,489,0,0,54.3
athlete 2,R,22.1,4/29/2018,Defender,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.1,5/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,9.35,446,0,492,0,0,0
athlete 2,R,22.1,5/14/2018,Defender,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.2,5/27/2018,Defender,0,0,0,11.8,206,0,0,0,0,0,0,73.6,0,0,0,0,0,0,0
athlete 2,R,22.2,5/28/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.81,479,0,514,0,0,0
athlete 2,R,22.2,6/15/2018,Defender,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.2,6/22/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,12.45,422,0,482,0,0,0
athlete 2,R,22.3,7/2/2018,Defender,0,0,0,0,210.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.3,7/7/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,539,0,535,0,0,0
athlete 2,R,22.3,7/17/2018,Defender,0,0,0,0,210.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.3,7/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,53.2
athlete 2,R,22.4,8/7/2018,Defender,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.4,8/10/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,11.27,441,0,497,0,0,0
athlete 2,R,22.4,8/12/2018,Defender,0,0,0,0,211.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.4,8/26/2018,Defender,0,0,0,13.36,211.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.4,8/27/2018,Defender,0,0,0,0,211.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.9,2/15/2019,Defender,0,0,0,10.29,207.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,22.9,3/3/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0.71942446,414,0,417,0,0,0
athlete 2,R,23,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,440,0,0,7.465618861,471,1.77,509,0,0,0
athlete 2,R,23.2,5/25/2019,Defender,0,0,0,0,209,0,0,0,0,451,18.5,0,0,0,1.82,0,0,0,52.3
athlete 2,R,23.2,5/30/2019,Defender,0,0,0,0,0,0,0,0,0,455,0,0,0,0,1.81,0,0,0,0
athlete 2,R,23.2,5/31/2019,Defender,0,0,0,0,207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,23.2,6/18/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-2.719665272,478,0,465,0,0,0
athlete 2,R,23.3,7/2/2019,Defender,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,54.8
athlete 2,R,23.3,7/15/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.070993915,468,0,493,0,0,0
athlete 2,R,23.3,7/24/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,5.363984674,494,0,522,0,0,0
athlete 2,R,23.3,7/31/2019,Defender,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,23.4,8/4/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-6.272401434,558,0,523,0,0,0
athlete 2,R,23.4,8/8/2019,Defender,0,0,0,11.94,208.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,23.4,8/16/2019,Defender,0,0,0,0,0,0,0,0,0,495,0,0,0,0,2.38,0,0,0,0
athlete 2,R,23.4,8/18/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-1.320754717,530,0,523,0,0,0
athlete 2,R,23.4,8/25/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,3.308823529,526,0,544,0,0,0
athlete 2,R,23.9,2/12/2020,Defender,0,0,0,0,0,278.8007154,138.2470743,33.36033333,8.281513044,0,0,0,0,0,0,0,60.16464749,2.946434981,0
athlete 2,R,23.9,2/26/2020,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.934931032,452.9167,0,486.6667,0,0,0
athlete 2,R,23.9,2/28/2020,Defender,0,0,0,9.91,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,23.9,3/1/2020,Defender,0,0,0,0,211.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,23.9,3/5/2020,Defender,0,0,0,0,0,281.6300623,145.030167,33.4874,9.041514537,0,0,0,0,0,0,0,64.20614228,2.924249716,0
athlete 2,R,24.1,4/15/2020,Defender,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,24.1,5/15/2020,Defender,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,24.3,7/17/2020,Defender,0,0,0,0,0,281.2258897,149.214254,35.7532,7.546064804,0,0,0,0,0,0,0,65.1300886,2.980763592,0
athlete 2,R,24.4,8/12/2020,Defender,0,0,0,0,0,256.1117917,134.9967935,32.3096,7.138656052,0,0,0,0,0,0,0,55.7008977,2.782640983,0
athlete 2,R,24.4,8/14/2020,Defender,0,0,0,0,0,281.1523445,147.5301385,36.4978,8.109499821,0,0,0,0,0,0,0,70.35438093,3.020791968,0
athlete 2,R,24.4,8/17/2020,Defender,0,0,0,0,0,282.7181028,152.8356975,37.8954,8.308305918,0,0,0,0,0,0,0,76.3387664,3.057056811,0
athlete 2,R,24.4,8/18/2020,Defender,0,0,0,0,0,268.9220134,147.857761,35.2616,8.228002369,0,0,0,0,0,0,0,71.63220595,2.902437206,0
athlete 2,R,24.9,2/15/2021,Defender,0,0,0,0,208.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,24.9,2/17/2021,Defender,0,0,0,0,208.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 2,R,24.9,2/18/2021,Defender,0,0,0,0,0,291.3802637,146.2727316,37.332,7.457100129,0,0,0,0,0,0,0,64.71502422,3.133305615,0
athlete 2,R,24.9,2/21/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,12.61537248,449.6667,0,514.5833,0,0,0
athlete 2,R,24.9,2/22/2021,Defender,0,0,0,0,0,282.5354292,144.6669135,35.3376,8.129144117,0,0,0,0,0,0,0,67.52144297,2.999742048,0
athlete 2,R,24.9,2/25/2021,Defender,0,0,0,0,0,280.7556615,145.1494535,34.9674,8.315119383,0,0,0,0,0,0,0,68.77819707,2.981946921,0
athlete 2,R,24.9,3/1/2021,Defender,0,0,0,0,203.7,285.1553624,154.130524,37.9402,8.887797695,0,0,0,0,0,0,0,79.09596789,3.087979385,0
athlete 2,R,24.9,3/6/2021,Defender,0,0,0,0,0,282.4742954,149.922262,36.4272,9.007296158,0,0,0,7.339766616,456.5833,0,492.75,73.64563889,3.034775504,0
athlete 2,R,25,3/11/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.342946482,410.1667,0,415.75,0,0,0
athlete 2,R,24.9,3/11/2021,Defender,0,0,0,0,0,290.9969695,161.6537955,39.0362,9.087708628,0,0,0,0,0,0,0,82.05909605,3.118680006,0
athlete 2,R,25,3/16/2021,Defender,0,0,0,0,203.7,291.0611623,168.7206155,40.0236,8.555666039,0,0,0,0,0,0,0,81.10083052,3.119508618,0
athlete 2,R,25,3/21/2021,Defender,0,0,0,0,0,283.1224301,166.8427175,39.0022,8.665950209,0,0,0,1.800102986,477.3333,0,486.0833,78.70490694,3.064170554,0
athlete 2,R,25.1,4/22/2021,Defender,0,0,0,0,0,289.6066321,177.7525955,41.5404,7.592370568,0,0,0,0,0,0,0,86.50527505,3.103357655,0
athlete 2,R,25.1,4/25/2021,Defender,0,0,0,0,0,0,0,0,0,0,0,0,4.621044886,405.0625,0,424.6875,0,0,0
athlete 2,R,25.1,4/29/2021,Defender,0,0,0,0,0,291.1898216,197.533448,44.3544,7.978849064,0,0,0,0,0,0,0,98.05041952,3.141968308,0
athlete 2,R,25.1,5/5/2021,Defender,0,0,0,0,0,289.1536759,194.9147941,42.7346,7.528681487,0,0,0,0,0,0,0,91.84292149,3.076369073,0
athlete 2,R,25.1,5/8/2021,Defender,0,0,0,0,0,291.2166181,194.633831,43.102,8.111174113,0,0,0,0,0,0,0,95.98673174,3.102750867,0
athlete 2,R,25.1,5/11/2021,Defender,0,0,0,0,0,292.1227913,195.759826,43.5944,7.597992531,0,0,0,0,0,0,0,95.80357569,3.118256097,0
athlete 2,R,25.1,5/13/2021,Defender,0,0,0,0,206.4,295.9859589,196.870925,44.7278,7.839519757,0,0,0,0,0,0,0,97.01995615,3.186544134,0
athlete 2,R,25.1,5/16/2021,Defender,0,0,0,0,0,296.8283648,198.3615725,44.798,7.184738018,0,0,0,0,0,0,0,94.00087475,3.170857394,0
athlete 2,R,25.4,8/17/2021,Defender,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,20.4,7/7/2016,Defender,0,0,0,8.8,171.2,0,0,0,0,0,0,71.75,0,0,0,0,0,0,0
athlete 20,R,20.5,8/24/2016,Defender,0,0,0,8.74,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,21,3/6/2017,Defender,0,0,0,7.93,174.9,0,0,0,0,0,0,71.25,-18.84,306.58,0,248.83,0,0,0
athlete 20,R,21.1,4/15/2017,Defender,0,0,0,7.58,172.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,21.4,8/6/2017,Defender,0,0,0,6.7,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22,3/5/2018,Defender,0,0,0,9.56,177.9,0,0,0,0,0,18.5,71.3,0,0,0,0,0,0,52
athlete 20,R,22.1,4/16/2018,Defender,0,0,0,0,178.6,0,0,0,0,0,0,0,5.95,332,0,353,0,0,0
athlete 20,R,22.2,4/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,20,0,4.55,357,0,374,0,0,55.5
athlete 20,R,22.2,4/29/2018,Defender,0,0,0,0,178.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.2,5/9/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-3.76,399,0,384,0,0,0
athlete 20,R,22.2,5/14/2018,Defender,0,0,0,0,182.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.2,5/27/2018,Defender,0,0,0,10.42,176,0,0,0,0,0,0,71.3,0,0,0,0,0,0,0
athlete 20,R,22.3,6/15/2018,Defender,0,0,0,0,174.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.3,6/23/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-3.96,404,0,388,0,0,0
athlete 20,R,22.3,6/29/2018,Defender,0,0,0,0,181.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.4,7/14/2018,Defender,0,0,0,0,183.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.4,7/18/2018,Defender,0,0,0,0,0,0,0,0,0,0,0,0,-2.84,422,0,410,0,0,0
athlete 20,R,22.4,7/26/2018,Defender,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,53.3
athlete 20,R,22.4,7/28/2018,Defender,0,0,0,0,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.5,8/14/2018,Defender,0,0,0,0,178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.5,8/21/2018,Defender,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,49.8
athlete 20,R,22.5,8/22/2018,Defender,0,0,0,11.22,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,22.5,8/25/2018,Defender,0,0,0,0,0,0,0,0,0,364,0,0,0,0,1.71,0,0,0,0
athlete 20,R,22.5,8/30/2018,Defender,0,0,0,0,179.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,23,3/5/2019,Defender,0,0,0,10.3,179.9,0,0,0,0,0,0,71.625,0,0,0,0,0,0,0
athlete 20,R,23,3/7/2019,Defender,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,49.9
athlete 20,R,23,3/9/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,1.272264631,388,0,393,0,0,0
athlete 20,R,23,3/15/2019,Defender,0,0,0,0,0,0,0,0,0,366,0,0,0,0,1.7,0,0,0,0
athlete 20,R,23.2,5/25/2019,Defender,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,23.2,5/31/2019,Defender,0,0,0,0,0,0,0,0,0,299,0,0,0,0,1.68,0,0,0,0
athlete 20,R,23.3,6/1/2019,Defender,0,0,0,0,0,0,0,0,0,375,0,0,0,0,2.11,0,0,0,0
athlete 20,R,23.3,6/13/2019,Defender,0,0,0,7.4,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,23.4,7/31/2019,Defender,0,0,0,0,171.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,23.4,8/3/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,13.70967742,321,0,372,0,0,0
athlete 20,R,23.5,8/16/2019,Defender,0,0,0,0,0,0,0,0,0,342,0,0,0,0,2,0,0,0,0
athlete 20,R,23.5,8/25/2019,Defender,0,0,0,0,0,0,0,0,0,0,0,0,6.756756757,345,0,370,0,0,0
athlete 20,R,24,2/21/2020,Defender,0,0,0,0,0,251.8591699,125.465219,35.2605,8.128216046,0,0,0,0,0,0,0,65.56987811,3.00219982,0
athlete 20,R,24,2/25/2020,Defender,0,0,0,0,187.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,24,3/9/2020,Defender,0,0,0,0,0,263.2980902,124.639044,35.29933333,8.088156433,0,0,0,0,0,0,0,65.52266643,3.045275005,0
athlete 20,R,24.2,5/1/2020,Defender,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,24.4,8/2/2020,Defender,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,24.5,8/25/2020,Defender,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25,2/15/2021,Defender,0,0,0,0,200.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25,2/17/2021,Defender,0,0,0,0,200.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25,2/20/2021,Defender,0,0,0,0,0,256.1266989,117.0917465,31.5338,7.728808675,0,0,0,0,0,0,0,55.26222082,2.847148905,0
athlete 20,R,25,2/23/2021,Defender,0,0,0,0,0,251.8961043,128.6788935,31.714,7.455407243,0,0,0,0,0,0,0,60.53825623,2.763352845,0
athlete 20,R,25,2/26/2021,Defender,0,0,0,0,0,256.4873527,134.516684,32.9712,7.892413448,0,0,0,0,0,0,0,61.36734759,2.833725273,0
athlete 20,R,25,2/28/2021,Defender,0,0,0,0,0,258.0124277,130.997773,33.7708,7.599001106,0,0,0,0,0,0,0,64.51865804,2.872598669,0
athlete 20,R,25,3/3/2021,Defender,0,0,0,0,0,249.3778236,132.907512,32.9302,7.1300783,0,0,0,0,0,0,0,59.65902062,2.796363186,0
athlete 20,R,25,3/6/2021,Defender,0,0,0,0,0,258.2473408,134.1633285,34.2692,7.633099249,0,0,0,0,0,0,0,64.11476119,2.899118156,0
athlete 20,R,25,3/11/2021,Defender,0,0,0,0,0,255.8950048,137.724985,34.496,7.359962814,0,0,0,-1.844936425,334.25,0,328.0833,64.73003321,2.874284376,0
athlete 20,R,25,3/16/2021,Defender,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25,3/17/2021,Defender,0,0,0,0,0,256.5636599,136.1914005,35.147,6.899834223,0,0,0,0,0,0,0,66.0489632,2.904648498,0
athlete 20,R,25,3/23/2021,Defender,0,0,0,0,0,260.3570277,129.883654,34.4864,7.637440903,0,0,0,0,0,0,0,64.5479159,2.942105368,0
athlete 20,R,25.1,4/17/2021,Defender,0,0,0,0,0,253.4959396,124.6025005,34.428,7.45776977,0,0,0,0,0,0,0,64.63257441,2.937673816,0
athlete 20,R,25.3,6/27/2021,Defender,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25.3,6/30/2021,Defender,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 20,R,25.5,8/17/2021,Defender,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 21,R,22.7,2/8/2021,Center Field,0,0,0,0,0,260.4611455,125.5861062,34.06216667,6.985248296,0,0,0,0,0,0,0,55.69822154,2.939962413,0
athlete 21,R,22.7,2/15/2021,Center Field,0,0,0,0,192.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 21,R,22.7,2/16/2021,Center Field,0,0,0,0,0,254.0950202,147.1115975,35.9968,6.843381235,0,0,0,0,0,0,0,62.81882764,2.870062907,0
athlete 21,R,22.7,2/19/2021,Center Field,0,0,0,0,0,0,0,0,0,0,0,0,29.49016563,340.5625,0,483,0,0,0
athlete 21,R,22.7,2/22/2021,Center Field,0,0,0,0,0,266.3574862,141.173515,36.70575,7.26322085,0,0,0,0,0,0,0,63.97402733,2.9945311,0
athlete 21,R,22.8,2/25/2021,Center Field,0,0,0,0,0,0,0,0,0,0,0,0,-4.155206329,485.3333,0,465.1667,0,0,0
athlete 21,R,22.8,3/2/2021,Center Field,0,0,0,0,0,266.4104931,142.5685115,38.3188,7.314204759,0,0,0,0,0,0,0,66.16185199,3.065074169,0
athlete 21,R,22.8,3/10/2021,Center Field,0,0,0,0,0,250.9512191,117.1392405,33.6078,7.70384352,0,0,0,0,0,0,0,61.8936147,2.906045759,0
athlete 21,R,22.8,3/12/2021,Center Field,0,0,0,0,0,249.6428907,128.252765,34.1786,7.153842524,0,0,0,2.817244318,342.0833,0,352,57.89438574,2.868789541,0
athlete 21,R,22.8,3/17/2021,Center Field,0,0,0,0,0,257.527218,121.0936315,34.8482,7.294185167,0,0,0,0,0,0,0,62.450458,2.961943687,0
athlete 21,R,22.8,3/23/2021,Center Field,0,0,0,0,0,260.1840589,136.9613145,37.0216,7.271116293,0,0,0,0,0,0,0,66.01782335,3.002631982,0
athlete 21,R,22.8,3/28/2021,Center Field,0,0,0,0,0,260.4564777,117.9619625,33.824,7.561458258,0,0,0,0,0,0,0,57.66511904,2.97650414,0
athlete 21,R,22.9,4/3/2021,Center Field,0,0,0,0,0,277.6121342,133.9379215,38.6254,7.973856405,0,0,0,0,0,0,0,68.85680786,3.193775889,0
athlete 21,R,22.9,4/17/2021,Center Field,0,0,0,0,0,0,0,0,0,0,0,0,21.78617115,355.4167,0,454.4167,0,0,0
athlete 21,R,22.9,4/19/2021,Center Field,0,0,0,0,0,269.1941401,132.6031615,37.6244,8.073995468,0,0,0,0,0,0,0,69.88771959,3.102299651,0
athlete 21,R,22.9,4/21/2021,Center Field,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,48.7
athlete 21,R,22.9,4/22/2021,Center Field,0,0,0,0,0,257.9409522,114.800558,34.1752,7.646386586,0,0,0,0,0,0,0,63.188194,2.971229567,0
athlete 21,R,22.9,5/8/2021,Center Field,0,0,0,0,0,252.0963333,104.5950775,31.7542,7.96437442,0,0,0,0,0,0,0,57.86725908,2.91701124,0
athlete 21,R,23,5/28/2021,Center Field,0,0,0,0,0,264.1531978,114.8327305,34.8234,8.231220969,0,0,0,0,0,0,0,63.40720362,3.060409159,0
athlete 21,R,23.1,6/27/2021,Center Field,0,0,0,0,0,0,0,0,0,0,0,0,42.70342972,213,0,371.75,0,0,0
athlete 22,R,26.5,2/15/2021,Defender,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 22,R,26.5,2/17/2021,Defender,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athlete 22,R,26.5,2/18/2021,Defender,0,0,0,0,0,269.1549407,142.139631,36.8196,7.593874414,0,0,0,0,0,0,0,73.19502494,3.036238178,0
athlete 22,R,26.5,2/22/2021,Defender,0,0,0,0,0,265.2957594,167.2306165,40.3418,7.104680552,0,0,0,0,0,0,0,81.25280705,3.022795012,0
athlete 22,R,26.5,2/25/2021,Defender,0,0,0,0,0,259.1483915,159.8097935,38.2082,6.843008081,0,0,0,0,0,0,0,75.31467453,2.942518045,0
athlete 22,R,26.5,3/1/2021,Defender,0,0,0,0,0,258.7674584,152.710222,37.6574,7.028933466,0,0,0,0,0,0,0,72.88854658,2.965986936,0
athlete 22,R,26.5,3/7/2021,Defender,0,0,0,0,0,265.2424068,158.3360365,38.9368,7.080218289,0,0,0,0,0,0,0,76.06862666,3.014297292,0
athlete 22,R,26.5,3/10/2021,Defender,0,0,0,0,0,263.2883085,170.2746195,40.3692,7.232220995,0,0,0,0,0,0,0,83.24296898,3.001766517,0
athlete 22,R,26.5,3/13/2021,Defender,0,0,0,0,0,267.9994304,165.1943645,41.4092,7.039634676,0,0,0,0,0,0,0,83.58491075,3.092918779,0
athlete 22,R,26.5,3/17/2021,Defender,0,0,0,0,0,271.8043159,159.3038265,40.3058,7.029105226,0,0,0,0,0,0,0,79.37090592,3.095312537,0
athlete 22,R,26.6,3/20/2021,Defender,0,0,0,0,0,282.3648518,149.7613958,40.82533333,6.218702335,0,0,0,0,0,0,0,90.81377162,3.225781732,0
athlete 22,R,26.6,3/24/2021,Defender,0,0,0,0,0,264.7815585,167.1921865,40.0828,6.652963459,0,0,0,9.796261799,365.25,0,404.9167,76.33667683,3.011082656,0
